object_1,object_2,visual_similarity,semantic_similarity,context_1,context_2,same_context,alignment_difference,multimodal_similarity
197460,197461,0.8580989241600037,0.926345705986023,Other,Other,True,0.06824678182601929,0.8922224044799805
60435,60437,0.8370509743690491,0.9467167854309082,Other,Other,True,0.10966581106185913,0.8918839693069458
39046,39047,0.8970357179641724,0.8865700960159302,Other,Other,True,0.010465621948242188,0.8918029069900513
39046,39054,0.8919797539710999,0.8846069574356079,Other,Other,True,0.007372796535491943,0.888293445110321
309943,313251,0.9211059808731079,0.8542762994766235,Other,Other,True,0.06682968139648438,0.8876911401748657
314217,318662,0.8317998647689819,0.9428291916847229,Other,Other,True,0.11102932691574097,0.8873145580291748
38950,39092,0.8725919723510742,0.8995412588119507,Other,Other,True,0.026949286460876465,0.8860666751861572
60435,60451,0.869414210319519,0.897587239742279,Other,Other,True,0.02817302942276001,0.8835007548332214
309943,317753,0.8796127438545227,0.8855316638946533,Other,Other,True,0.005918920040130615,0.8825721740722656
316846,316847,0.7553442716598511,1.0,Other,Other,True,0.24465572834014893,0.8776721954345703
310364,314217,0.8663417100906372,0.881813645362854,Other,Other,True,0.015471935272216797,0.8740776777267456
37900,37904,0.8701059222221375,0.8776209950447083,Other,Other,True,0.007515072822570801,0.8738635778427124
314523,319633,0.7637882828712463,0.9823172092437744,Other,Other,True,0.21852892637252808,0.8730527758598328
444863,444866,0.8733850717544556,0.8625288605690002,South_Asia,South_Asia,True,0.010856211185455322,0.8679570555686951
42733,61820,0.8057248592376709,0.9278444051742554,Other,Other,True,0.12211954593658447,0.8667846322059631
68308,68310,0.804975152015686,0.925470232963562,Other,Other,True,0.12049508094787598,0.8652227520942688
444863,444865,0.8318155407905579,0.898527979850769,South_Asia,South_Asia,True,0.06671243906021118,0.8651717901229858
448280,452651,0.891303539276123,0.8347769379615784,Other,Other,True,0.05652660131454468,0.8630402088165283
314518,314522,0.7830350399017334,0.9423208236694336,Other,Other,True,0.1592857837677002,0.8626779317855835
437061,439327,0.8178261518478394,0.9018610715866089,Other,Other,True,0.08403491973876953,0.8598436117172241
53013,53429,0.8833868503570557,0.8360692858695984,Other,Other,True,0.047317564487457275,0.8597280979156494
39931,44759,0.7765876054763794,0.9423414468765259,Other,Other,True,0.16575384140014648,0.8594645261764526
453212,453267,0.8577078580856323,0.8610421419143677,South_Asia,South_Asia,True,0.0033342838287353516,0.859375
310364,318662,0.844572901725769,0.873458981513977,Other,Other,True,0.028886079788208008,0.8590158820152283
435897,439327,0.82767653465271,0.8903462886810303,Other,Other,True,0.06266975402832031,0.8590114712715149
314524,319633,0.7190408110618591,0.9946038126945496,Other,Other,True,0.27556300163269043,0.8568223118782043
60437,60451,0.8703408241271973,0.8421473503112793,Other,Other,True,0.02819347381591797,0.8562440872192383
448959,450483,0.8563554883003235,0.8559985160827637,Other,Other,True,0.00035697221755981445,0.8561770915985107
24317,24318,0.8881458044052124,0.823010265827179,Himalayan,Himalayan,True,0.06513553857803345,0.8555780649185181
39742,53205,0.8631566166877747,0.8463859558105469,Other,Other,True,0.016770660877227783,0.8547712564468384
453193,453267,0.8768386840820312,0.8316765427589417,South_Asia,South_Asia,True,0.0451621413230896,0.8542577624320984
309540,316691,0.7697354555130005,0.9380532503128052,Other,Other,True,0.1683177947998047,0.8538942933082581
53194,60451,0.8115655183792114,0.8918614387512207,Other,Other,True,0.08029592037200928,0.8517135381698608
309943,312558,0.8560861945152283,0.8454114198684692,Other,Other,True,0.010674774646759033,0.8507487773895264
444859,444863,0.8269033432006836,0.8725701570510864,South_Asia,South_Asia,True,0.04566681385040283,0.8497368097305298
322610,322621,0.695922315120697,1.0,Other,Other,True,0.304077684879303,0.8479611873626709
53013,53242,0.9291225671768188,0.764818549156189,Other,Other,True,0.16430401802062988,0.8469705581665039
36069,53205,0.7734032869338989,0.9119848608970642,Other,Other,True,0.13858157396316528,0.8426940441131592
37807,39742,0.9071283340454102,0.7756851315498352,Other,Other,True,0.13144320249557495,0.8414067029953003
36131,39931,0.7925748825073242,0.8881922960281372,Other,Other,True,0.09561741352081299,0.8403835296630859
322610,322619,0.680117666721344,1.0,Other,Other,True,0.319882333278656,0.8400588631629944
40080,49068,0.8310003280639648,0.8460736274719238,Other,Other,True,0.015073299407958984,0.8385370373725891
53455,60451,0.8583739995956421,0.8176423907279968,Other,Other,True,0.040731608867645264,0.8380082845687866
60437,60470,0.8311139941215515,0.8436684608459473,Other,Other,True,0.012554466724395752,0.8373912572860718
454344,454359,0.8358054161071777,0.8381139039993286,South_Asia,South_Asia,True,0.002308487892150879,0.8369596004486084
453193,453212,0.8433411121368408,0.8283582925796509,South_Asia,South_Asia,True,0.014982819557189941,0.8358498215675354
451264,451270,0.752151608467102,0.9190835952758789,South_Asia,South_Asia,True,0.16693198680877686,0.8356176614761353
53455,60470,0.8363304138183594,0.8325097560882568,Other,Other,True,0.003820657730102539,0.8344200849533081
435762,436102,0.8183173537254333,0.8502607941627502,Other,Other,True,0.031943440437316895,0.8342890739440918
448938,452651,0.8186637163162231,0.8480499982833862,Other,Other,True,0.029386281967163086,0.8333569765090942
436102,437368,0.7985289096832275,0.8678222298622131,Other,Other,True,0.0692933201789856,0.8331756591796875
446563,448183,0.8187534809112549,0.8474829792976379,South_Asia,South_Asia,True,0.028729498386383057,0.8331183195114136
36069,752005,0.8427332639694214,0.8233050107955933,Other,East_Asia,False,0.019428253173828125,0.8330191373825073
53241,53242,0.8834022283554077,0.7789835929870605,Other,Other,True,0.10441863536834717,0.8311929702758789
53455,60437,0.8797233700752258,0.7813063859939575,Other,Other,True,0.09841698408126831,0.8305149674415588
318662,319633,0.7671468257904053,0.8899905681610107,Other,Other,True,0.12284374237060547,0.828568696975708
307634,310498,0.7813040018081665,0.8738492727279663,Other,Other,True,0.0925452709197998,0.8275766372680664
454357,454359,0.7970291972160339,0.8540055751800537,South_Asia,South_Asia,True,0.056976377964019775,0.8255174160003662
40282,752005,0.8052993416786194,0.844100832939148,Other,East_Asia,False,0.038801491260528564,0.8247000575065613
36069,39742,0.8336918354034424,0.8132046461105347,Other,Other,True,0.020487189292907715,0.8234483003616333
307634,313262,0.8761100769042969,0.7706238031387329,Other,Other,True,0.10548627376556396,0.8233669996261597
314217,319633,0.6960305571556091,0.9503958225250244,Other,Other,True,0.2543652653694153,0.8232132792472839
49068,53455,0.7960165143013,0.8501193523406982,Other,Other,True,0.05410283803939819,0.8230679631233215
309713,310542,0.7652977108955383,0.8797953128814697,Other,Other,True,0.1144976019859314,0.8225464820861816
42733,61658,0.8206565380096436,0.8233852386474609,Other,Other,True,0.002728700637817383,0.822020947933197
447298,453193,0.7797970771789551,0.8641942739486694,South_Asia,South_Asia,True,0.08439719676971436,0.8219957947731018
53205,752005,0.7732757925987244,0.8703309297561646,Other,East_Asia,False,0.09705513715744019,0.8218033909797668
53189,752005,0.7834144830703735,0.8575564622879028,Other,East_Asia,False,0.0741419792175293,0.8204854726791382
53013,53241,0.87431401014328,0.7663736343383789,Other,Other,True,0.10794037580490112,0.8203438520431519
448280,448938,0.8048872947692871,0.8346295356750488,Other,Other,True,0.02974224090576172,0.8197584748268127
446561,453193,0.7959704399108887,0.8415966629981995,South_Asia,South_Asia,True,0.04562622308731079,0.8187835812568665
314518,314523,0.7153745293617249,0.9182605147361755,Other,Other,True,0.20288598537445068,0.8168175220489502
53180,53189,0.72199547290802,0.9108924865722656,Other,Other,True,0.1888970136642456,0.8164440393447876
49068,53238,0.7846946120262146,0.8477493524551392,Other,Other,True,0.06305474042892456,0.8162219524383545
36069,40282,0.7400956153869629,0.8912009000778198,Other,Other,True,0.15110528469085693,0.8156482577323914
