object_1,object_2,visual_similarity,semantic_similarity,context_1,context_2,same_context,alignment_difference,multimodal_similarity
307634,313262,0.8761100769042969,0.7706238031387329,Other,Other,True,0.10548627376556396,0.8233669996261597
53013,53241,0.87431401014328,0.7663736343383789,Other,Other,True,0.10794037580490112,0.8203438520431519
444863,444866,0.8733850717544556,0.8625288605690002,South_Asia,South_Asia,True,0.010856211185455322,0.8679570555686951
38950,39092,0.8725919723510742,0.8995412588119507,Other,Other,True,0.026949286460876465,0.8860666751861572
60437,60451,0.8703408241271973,0.8421473503112793,Other,Other,True,0.02819347381591797,0.8562440872192383
37900,37904,0.8701059222221375,0.8776209950447083,Other,Other,True,0.007515072822570801,0.8738635778427124
309943,309944,0.8696671724319458,0.9275075793266296,Other,Other,True,0.05784040689468384,0.8985873460769653
60435,60451,0.869414210319519,0.897587239742279,Other,Other,True,0.02817302942276001,0.8835007548332214
310364,314217,0.8663417100906372,0.881813645362854,Other,Other,True,0.015471935272216797,0.8740776777267456
313251,313658,0.8659592866897583,0.7069641351699829,Other,Other,True,0.1589951515197754,0.7864617705345154
39742,53205,0.8631566166877747,0.8463859558105469,Other,Other,True,0.016770660877227783,0.8547712564468384
313658,317753,0.8623561859130859,0.6753205060958862,Other,Other,True,0.1870356798171997,0.7688383460044861
452651,453267,0.8618348836898804,0.7542308568954468,Other,South_Asia,False,0.1076040267944336,0.8080328702926636
312558,313658,0.8616394996643066,0.7124960422515869,Other,Other,True,0.14914345741271973,0.7870677709579468
322619,322621,0.8606919050216675,1.0,Other,Other,True,0.13930809497833252,0.9303459525108337
53455,60451,0.8583739995956421,0.8176423907279968,Other,Other,True,0.040731608867645264,0.8380082845687866
197460,197461,0.8580989241600037,0.926345705986023,Other,Other,True,0.06824678182601929,0.8922224044799805
453212,453267,0.8577078580856323,0.8610421419143677,South_Asia,South_Asia,True,0.0033342838287353516,0.859375
308022,308024,0.8568477630615234,1.000000238418579,Other,Other,True,0.14315247535705566,0.9284238815307617
448959,450483,0.8563554883003235,0.8559985160827637,Other,Other,True,0.00035697221755981445,0.8561770915985107
452651,456342,0.8563015460968018,0.6406347751617432,Other,South_Asia,False,0.2156667709350586,0.7484682202339172
309943,312558,0.8560861945152283,0.8454114198684692,Other,Other,True,0.010674774646759033,0.8507487773895264
310498,312558,0.8533983826637268,0.7043256759643555,Other,Other,True,0.14907270669937134,0.7788619995117188
309944,310498,0.8521716594696045,0.6222525835037231,Other,Other,True,0.22991907596588135,0.737212061882019
45449,76084,0.8518288135528564,0.6450139880180359,Other,Other,True,0.20681482553482056,0.7484214305877686
453267,456342,0.8470656275749207,0.7707158327102661,South_Asia,South_Asia,True,0.07634979486465454,0.808890700340271
310364,318662,0.844572901725769,0.873458981513977,Other,Other,True,0.028886079788208008,0.8590158820152283
453193,453212,0.8433411121368408,0.8283582925796509,South_Asia,South_Asia,True,0.014982819557189941,0.8358498215675354
310498,313251,0.8433120250701904,0.7015449404716492,Other,Other,True,0.14176708459854126,0.7724285125732422
36069,752005,0.8427332639694214,0.8233050107955933,Other,East_Asia,False,0.019428253173828125,0.8330191373825073
312336,312558,0.8424093127250671,0.5844517946243286,Other,Other,True,0.2579575181007385,0.7134305834770203
42733,45449,0.8422980308532715,0.7869654893875122,Other,Other,True,0.05533254146575928,0.8146318197250366
42733,76084,0.8416129350662231,0.7635546922683716,Other,Other,True,0.07805824279785156,0.8025838732719421
53242,53428,0.8408077359199524,0.6659584045410156,Other,Other,True,0.17484933137893677,0.7533831596374512
44759,53455,0.8406316637992859,0.6293646693229675,Other,Other,True,0.21126699447631836,0.7349981069564819
45449,61658,0.8402218818664551,0.7091132402420044,Other,Other,True,0.13110864162445068,0.7746676206588745
38317,53158,0.8399763107299805,0.787253737449646,Other,Other,True,0.05272257328033447,0.8136150240898132
53242,53429,0.839959979057312,0.7578589916229248,Other,Other,True,0.08210098743438721,0.7989095449447632
38945,39134,0.839224100112915,0.7609456777572632,Other,Other,True,0.07827842235565186,0.8000849485397339
60435,60437,0.8370509743690491,0.9467167854309082,Other,Other,True,0.10966581106185913,0.8918839693069458
53455,60470,0.8363304138183594,0.8325097560882568,Other,Other,True,0.003820657730102539,0.8344200849533081
36069,37807,0.836182713508606,0.6370879411697388,Other,Other,True,0.1990947723388672,0.7366353273391724
454344,454359,0.8358054161071777,0.8381139039993286,South_Asia,South_Asia,True,0.002308487892150879,0.8369596004486084
76084,205883,0.8355501294136047,0.7415134906768799,Other,Other,True,0.09403663873672485,0.7885318398475647
38970,61658,0.8343501091003418,0.6754541993141174,Other,Other,True,0.15889590978622437,0.7549022436141968
36069,39742,0.8336918354034424,0.8132046461105347,Other,Other,True,0.020487189292907715,0.8234483003616333
446561,448183,0.8336359858512878,0.7485240697860718,South_Asia,South_Asia,True,0.08511191606521606,0.7910798788070679
38970,205883,0.8335164785385132,0.7220372557640076,Other,Other,True,0.11147922277450562,0.7777769565582275
448183,453975,0.8331263065338135,0.5672264695167542,South_Asia,South_Asia,True,0.2658998370170593,0.700176477432251
448280,456342,0.8322584629058838,0.6637187600135803,Other,South_Asia,False,0.16853970289230347,0.7479885816574097
444863,444865,0.8318155407905579,0.898527979850769,South_Asia,South_Asia,True,0.06671243906021118,0.8651717901229858
314217,318662,0.8317998647689819,0.9428291916847229,Other,Other,True,0.11102932691574097,0.8873145580291748
60437,60470,0.8311139941215515,0.8436684608459473,Other,Other,True,0.012554466724395752,0.8373912572860718
40080,49068,0.8310003280639648,0.8460736274719238,Other,Other,True,0.015073299407958984,0.8385370373725891
448183,453212,0.8300737142562866,0.7880735397338867,South_Asia,South_Asia,True,0.0420001745223999,0.8090736865997314
314523,314524,0.8300691843032837,0.9882228374481201,Other,Other,True,0.15815365314483643,0.9091459512710571
310480,310681,0.8293842077255249,0.5297101736068726,Other,Other,True,0.29967403411865234,0.6795471906661987
446563,451725,0.8281353712081909,0.64905846118927,South_Asia,Other,False,0.1790769100189209,0.7385969161987305
435897,439327,0.82767653465271,0.8903462886810303,Other,Other,True,0.06266975402832031,0.8590114712715149
39931,60437,0.826966404914856,0.6156430244445801,Other,Other,True,0.21132338047027588,0.7213047742843628
444859,444863,0.8269033432006836,0.8725701570510864,South_Asia,South_Asia,True,0.04566681385040283,0.8497368097305298
447752,454357,0.8265167474746704,0.7652689814567566,South_Asia,South_Asia,True,0.06124776601791382,0.7958928942680359
448183,453267,0.8263487815856934,0.7675446271896362,South_Asia,South_Asia,True,0.05880415439605713,0.79694664478302
453975,454344,0.8261942267417908,0.6482656002044678,South_Asia,South_Asia,True,0.177928626537323,0.7372299432754517
53625,317802,0.8258246779441833,0.4835522472858429,Other,Other,True,0.34227243065834045,0.6546884775161743
453193,456342,0.8245083093643188,0.7565680742263794,South_Asia,South_Asia,True,0.06794023513793945,0.7905382513999939
37807,752005,0.8232799768447876,0.6618444919586182,Other,East_Asia,False,0.16143548488616943,0.7425621747970581
61658,205883,0.8223868608474731,0.7784419655799866,Other,Other,True,0.04394489526748657,0.8004144430160522
